Wall time,Step,Value
1704817239.7481902,0,0.42064422369003296
1704817357.6673167,1,0.468235582113266
1704817476.849067,2,0.4988813102245331
1704817597.7707837,3,0.5002235770225525
1704817716.532604,4,0.4877552390098572
1704817835.8981726,5,0.5024006366729736
1704817954.4525867,6,0.5132447481155396
1704818074.059545,7,0.5432568788528442
1704818192.9413645,8,0.5241117477416992
1704818312.5312836,9,0.5292807817459106
1704818432.6107607,10,0.5307047367095947
1704818559.3301396,11,0.5389202833175659
1704818685.2416887,12,0.5422441959381104
1704818813.2675505,13,0.5471786260604858
1704818940.2708497,14,0.551609218120575
1704819066.6006658,15,0.5577007532119751
1704819193.5651927,16,0.612282395362854
1704819319.4881473,17,0.6125773191452026
1704819445.4030907,18,0.60555100440979
1704819571.1032975,19,0.641779363155365
1704819696.9735358,20,0.6031614542007446
1704819819.6656117,21,0.6164894104003906
1704819941.8920064,22,0.6443384885787964
1704820066.8288274,23,0.6325210928916931
1704820192.4220955,24,0.6477847695350647
1704820315.6364334,25,0.6457660794258118
1704820438.7327635,26,0.6431045532226562
1704820562.467335,27,0.6497880220413208
1704820684.4231145,28,0.6684225797653198
1704820806.6854641,29,0.6640514731407166
1704820929.40027,30,0.640247642993927
1704821052.354182,31,0.6616625189781189
1704821174.9177928,32,0.6563807129859924
1704821297.331106,33,0.6442273259162903
1704821419.0503087,34,0.65168297290802
1704821541.8625822,35,0.656430184841156
1704821664.1251864,36,0.6436929702758789
1704821785.995233,37,0.6597661375999451
1704821907.6062036,38,0.6491815447807312
1704822029.7903607,39,0.6527273058891296
1704822156.3594534,40,0.6682202816009521
1704822279.3001666,41,0.6636907458305359
1704822402.3428657,42,0.65914386510849
1704822525.4519153,43,0.6381969451904297
1704822648.3867304,44,0.6482887864112854
1704822773.9847796,45,0.659999430179596
1704822900.0401278,46,0.6586557030677795
1704823025.421264,47,0.6682707667350769
1704823149.7862456,48,0.6810706853866577
1704823278.3197725,49,0.6575757265090942
1704823409.8242128,50,0.6758851408958435
1704823540.1814413,51,0.6567001342773438
1704823665.7216094,52,0.6610565781593323
1704823791.1096842,53,0.669221818447113
1704823914.565372,54,0.6641058325767517
1704824036.9868138,55,0.6679715514183044
1704824176.1185834,56,0.6674704551696777
1704824316.5294318,57,0.6693990230560303
1704824458.993351,58,0.6671939492225647
1704824586.634784,59,0.66314697265625
1704824716.138706,60,0.6541480422019958
1704824847.765341,61,0.6710588335990906
1704824978.369267,62,0.6519564390182495
1704825110.142759,63,0.6464785933494568
1704825239.7753618,64,0.6654747724533081
1704825368.624866,65,0.6627340912818909
1704825496.7239194,66,0.6773295998573303
1704825627.6373098,67,0.6675390005111694
1704825759.2704353,68,0.6735450029373169
1704825887.1667314,69,0.6729950904846191
1704826015.1046226,70,0.6697824001312256
1704826142.9716084,71,0.6612733602523804
1704826270.5618398,72,0.6662352085113525
1704826398.0436478,73,0.6503175497055054
1704826527.1633692,74,0.6674062609672546
1704826655.6540747,75,0.6658515334129333
1704826784.27407,76,0.6573255658149719
1704826911.8864589,77,0.67466801404953
1704827039.9652956,78,0.6790763735771179
1704827168.5111,79,0.678524911403656
1704827297.6901832,80,0.6807016134262085
1704827426.4745429,81,0.6646225452423096
1704827555.183751,82,0.6755795478820801
1704827683.7156641,83,0.6669484376907349
1704827811.8518405,84,0.6486286520957947
1704827939.5877302,85,0.6761347651481628
1704828067.8883338,86,0.6752527952194214
1704828196.8569171,87,0.6719613671302795
1704828323.3103404,88,0.6669429540634155
1704828451.0322404,89,0.651511549949646
1704828577.794861,90,0.6791610717773438
1704828704.822503,91,0.6813284754753113
1704828830.4753416,92,0.6809766888618469
1704828956.3952935,93,0.6780151724815369
1704829082.2485685,94,0.6651371121406555
1704829207.9443574,95,0.6762137413024902
1704829333.963902,96,0.679473340511322
1704829459.9164276,97,0.670007586479187
1704829585.8528864,98,0.6812595725059509
1704829710.7591522,99,0.6819742321968079
1704829836.4068542,100,0.6760087609291077
1704829962.3829653,101,0.6739213466644287
1704830089.8409872,102,0.6833371520042419
1704830218.00839,103,0.6779475808143616
1704830344.822839,104,0.6704842448234558
1704830463.4745429,105,0.6780404448509216
1704830582.4045224,106,0.6755360960960388
1704830701.76434,107,0.6777666807174683
1704830820.6871133,108,0.6765452027320862
1704830939.0591855,109,0.6759361028671265
1704831057.5785925,110,0.6739024519920349
1704831177.21875,111,0.6771067976951599
1704831297.1785433,112,0.6824674606323242
1704831416.5143003,113,0.6764746308326721
1704831535.3305595,114,0.6732774972915649
1704831654.1685185,115,0.6681021451950073
1704831773.3711736,116,0.6727445721626282
1704831892.6899762,117,0.6820915341377258
1704832012.0679064,118,0.6811603903770447
1704832132.5705905,119,0.6856727600097656
1704832251.971454,120,0.6795612573623657
1704832371.2267554,121,0.6771297454833984
1704832490.7323318,122,0.6768487691879272
1704832609.0550418,123,0.66408371925354
1704832728.0372708,124,0.6762953996658325
1704832847.0696163,125,0.6769257187843323
1704832966.9751203,126,0.682218611240387
1704833086.5056274,127,0.669029176235199
1704833206.7825742,128,0.6838873624801636
1704833328.8760924,129,0.6698467135429382
1704833448.7559307,130,0.6852290034294128
1704833568.1719706,131,0.681716799736023
1704833689.1083744,132,0.6823148131370544
1704833809.1217337,133,0.6791182160377502
1704833930.0283146,134,0.6821770668029785
1704834049.5047495,135,0.687393844127655
1704834168.5310986,136,0.6812312602996826
1704834287.281513,137,0.6790100932121277
1704834406.690237,138,0.681957483291626
1704834525.1314073,139,0.6794899106025696
1704834643.1946793,140,0.6763206124305725
1704834762.3994305,141,0.6670908331871033
1704834882.2870543,142,0.6786530613899231
1704835002.4691298,143,0.6696999073028564
1704835121.132496,144,0.6739012002944946
1704835240.332049,145,0.683024525642395
1704835358.7738574,146,0.6719083786010742
