Wall time,Step,Value
1704902094.4562457,0,0.007559494581073523
1704902232.867947,1,0.0069655016995966434
1704902369.7662067,2,0.0065874746069312096
1704902506.75825,3,0.00635739928111434
1704902645.0327523,4,0.006177383940666914
1704902783.368986,5,0.006066571921110153
1704902921.298078,6,0.006011421326547861
1704903058.9822674,7,0.005892038345336914
1704903197.259107,8,0.005772906821221113
1704903334.9033375,9,0.005717847961932421
1704903472.9379563,10,0.00566993560642004
1704903611.4301453,11,0.005642008036375046
1704903750.0495672,12,0.005610105115920305
1704903888.51241,13,0.005574512295424938
1704904027.338081,14,0.005546338856220245
1704904168.6012423,15,0.005537242162972689
1704904320.6163561,16,0.005468863993883133
1704904471.2992876,17,0.005480877589434385
1704904618.1462958,18,0.005433369893580675
1704904760.7085855,19,0.005421322304755449
1704904902.8655205,20,0.0054058488458395
1704905044.2652252,21,0.005391256883740425
1704905186.4159846,22,0.005380373448133469
1704905328.9143786,23,0.005361370276659727
1704905470.6721964,24,0.005351616069674492
1704905612.4747417,25,0.005347625818103552
1704905754.937609,26,0.005339855793863535
1704905897.6538482,27,0.005318481475114822
1704906039.6317203,28,0.005311369895935059
1704906182.3303454,29,0.005292661488056183
1704906324.991919,30,0.005291653331369162
1704906481.0762775,31,0.005288741085678339
1704906643.2466893,32,0.005260918755084276
1704906805.0978181,33,0.005283618811517954
1704906967.1465702,34,0.005247252527624369
1704907128.298869,35,0.0052396454848349094
1704907289.5494287,36,0.005226013716310263
1704907451.6769967,37,0.005243310704827309
1704907612.808625,38,0.005203782115131617
1704907769.6566348,39,0.005199694540351629
1704907930.7738469,40,0.005201937165111303
1704908091.9628873,41,0.005161588545888662
1704908253.222704,42,0.005160974338650703
1704908412.2774374,43,0.005154974292963743
1704908572.7622159,44,0.005176284816116095
1704908732.9368,45,0.005147355608642101
1704908878.3636017,46,0.00512662623077631
1704909020.964943,47,0.005158242303878069
1704909163.869665,48,0.005089902319014072
1704909306.5078938,49,0.005105310119688511
1704909449.8999279,50,0.005071688909083605
1704909592.3821397,51,0.005071592982858419
1704909735.11318,52,0.005079451482743025
1704909877.8344324,53,0.0050795599818229675
1704910020.9493926,54,0.005040368996560574
1704910163.4921377,55,0.005073726177215576
1704910306.6436915,56,0.005053811240941286
1704910449.3472643,57,0.005033369641751051
1704910592.441317,58,0.005013150162994862
1704910735.5790594,59,0.005028256680816412
1704910878.875044,60,0.005024369806051254
1704911022.2726943,61,0.0050281318835914135
1704911164.8252234,62,0.00500486558303237
1704911307.9554603,63,0.0050024897791445255
1704911449.772554,64,0.005010736640542746
1704911591.4063675,65,0.005055589135736227
1704911734.1914644,66,0.004986566957086325
1704911875.6009068,67,0.004973735194653273
1704912017.49102,68,0.005050674546509981
1704912159.4692197,69,0.004970535635948181
1704912301.8161974,70,0.004959666635841131
1704912443.3479989,71,0.004997292533516884
1704912584.595646,72,0.004971457179635763
1704912725.6819253,73,0.004985657054930925
1704912866.9832528,74,0.00495685450732708
1704913008.5820456,75,0.004954460542649031
1704913149.175755,76,0.004949588794261217
1704913289.551407,77,0.004942151717841625
1704913431.197557,78,0.004924575332552195
1704913573.449388,79,0.004939683247357607
1704913715.4198866,80,0.004929649643599987
1704913857.2167358,81,0.00501335971057415
1704913998.2621875,82,0.004922091029584408
1704914139.2632797,83,0.004924856126308441
1704914279.583902,84,0.004925123415887356
1704914421.0262406,85,0.004921595565974712
1704914562.3724954,86,0.004905568901449442
1704914703.4774415,87,0.004920898005366325
1704914843.866658,88,0.004909247159957886
1704914985.7730207,89,0.004901890177279711
1704915126.921467,90,0.004978782031685114
1704915268.1652565,91,0.004916055593639612
1704915409.329871,92,0.0048959762789309025
1704915550.9624267,93,0.004888692405074835
1704915692.5051563,94,0.004885428585112095
1704915833.6933458,95,0.004895254038274288
1704915974.809061,96,0.004887722432613373
1704916116.3329298,97,0.004882144276052713
1704916257.4465642,98,0.004889102652668953
1704916398.9871888,99,0.00487604271620512
1704916540.5362914,100,0.004887205082923174
1704916682.6270025,101,0.004927073139697313
1704916823.7280097,102,0.00486795837059617
1704916965.1929438,103,0.004863067530095577
1704917107.17136,104,0.00486040161922574
1704917248.3306978,105,0.004864680580794811
1704917389.8042948,106,0.004861373454332352
1704917530.8186796,107,0.004862910136580467
1704917672.5362804,108,0.004923822823911905
1704917813.636428,109,0.004858467727899551
1704917955.4505217,110,0.0048566642217338085
1704918096.9037464,111,0.004840430803596973
1704918237.8248932,112,0.0048466152511537075
1704918379.045722,113,0.004840833134949207
1704918520.1331615,114,0.004841032903641462
1704918660.8521144,115,0.004942044615745544
1704918802.2360992,116,0.004842100664973259
1704918943.811305,117,0.004842148162424564
1704919085.1182854,118,0.004840820096433163
1704919226.62705,119,0.004830717109143734
1704919368.3458197,120,0.004827540833503008
1704919508.9656587,121,0.00482291029766202
1704919650.2227144,122,0.004826131276786327
1704919790.8592072,123,0.0048249042592942715
1704919932.1666558,124,0.0048268744722008705
1704920072.2748256,125,0.0048255217261612415
1704920213.5306122,126,0.004838964436203241
1704920354.9846036,127,0.004927851725369692
1704920496.7256625,128,0.004824151750653982
1704920637.9801242,129,0.00482145743444562
1704920779.889887,130,0.004812117666006088
1704920921.2181246,131,0.004863316658884287
1704921062.9173021,132,0.004819382447749376
1704921204.30356,133,0.004796390887349844
1704921346.0517192,134,0.004801101982593536
1704921487.7355587,135,0.004783968441188335
1704921629.5849135,136,0.004785425029695034
1704921770.7250957,137,0.004790734499692917
1704921912.0474114,138,0.004818854853510857
1704922052.3113463,139,0.00486910343170166
1704922194.5051227,140,0.004792849533259869
1704922334.3606417,141,0.004785177763551474
1704922473.335804,142,0.004769329912960529
1704922611.176189,143,0.004819425288587809
1704922749.0254128,144,0.004777663853019476
1704922887.363936,145,0.004785424098372459
1704923025.7154295,146,0.004776929970830679
1704923165.1061616,147,0.004762926138937473
1704923303.9782782,148,0.004776145331561565
1704923442.4643047,149,0.004764084704220295
1704923580.4092534,150,0.0047595081850886345
1704923718.7633722,151,0.004765200428664684
1704923857.8621788,152,0.004759034141898155
